key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull
1047,H,1976-1980,Employe,13-14,Oui,11-20,1/semaine,7 h +,Les 2,Oui,Oui,2-5,31-50,20-50 
1051,H,1966-1970,Ouvrier,17-18,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 
1052,H,1976-1980,Travailleur independant,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 
1054,H,1981-1985,Employe,19-20,Oui,2-5,1/an,5-6 h ,Les 2,Non,Oui,2-5,2 ou 3,20 
1056,H,1981-1985,Employe,15-16,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,16-20,200-500 
1058,H,1971-1975,Cadre +,11-12,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,11-15,31-50,20 
1060,H,1976-1980,Cadre +,17-18,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,6-10,51+,50-100 
1061,H,1966-1970,Cadre +,15-16,Non,21+,3/an,7 h +,MJ,Oui,Oui,16+,51+,100-200 
1065,F,1986-1990,Etudiant,13-14,Oui,6-10,1/semaine,7 h +,PJ,Oui,Oui,1,2 ou 3,20 
1066,F,1991-1995,Etudiant,17-18,Non,2-5,2/mois,1-2 h ,PJ,Oui,Non,0,0,0
1067,H,1971-1975,Ouvrier,13-14,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,16+,51+,20-50 
1068,H,1986-1990,Cadre +,13-14,Oui,2-5,1/an,3-4 h ,PJ,Non,Non,0,0,0
1069,H,1976-1980,Cadre +,11-12,Non,21+,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,51+,100-200 
1071,H,1976-1980,Employe,11-12,Oui,11-20,1/mois,5-6 h ,PJ,Oui,Oui,2-5,4-6,20 
1074,F,1981-1985,Cadre +,21-22,Non,2-5,1/an,3-4 h ,PJ,Oui,Non,0,0,0
1078,H,1971-1975,Cadre +,10,Oui,21+,1/semaine,5-6 h ,PJ,Oui,Oui,2-5,4-6,50-100 
1079,H,1976-1980,Cadre +,10,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,2 ou 3,20 
1082,H,1981-1985,Employe,11-12,Non,11-20,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,16+,51+,100-200 
1083,H,1976-1980,Employe,19-20,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,7-10,20-50 
1085,F,1971-1975,Employe,19-20,Oui,6-10,Je ne joue plus vraiment,3-4 h ,PJ,Non,Non,0,0,0
1086,H,1971-1975,Profession intermediaire,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
1088,H,1976-1980,Profession intermediaire,13-14,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,31-50,20-50 
1089,H,1976-1980,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,PJ,Oui,Oui,11-15,51+,50-100 
1093,H,1981-1985,Profession intermediaire,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,20 
1097,H,1981-1985,Cadre +,19-20,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,31-50,50-100 
1098,H,1976-1980,Employe,13-14,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,31-50,100-200 
1100,F,1981-1985,Travailleur independant,25-30,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,21-30,200-500 
1102,F,1971-1975,Cadre +,17-18,Non,6-10,3/an,5-6 h ,PJ,Non,Oui,2-5,4-6,50-100 
1104,H,1971-1975,Travailleur independant,10,Oui,21+,3/an,5-6 h ,Les 2,Non,Oui,16+,31-50,50-100 
1105,F,1986-1990,Etudiant,21-22,Oui,2-5,1/semaine,3-4 h ,PJ,Oui,Oui,1,1,20 
1106,H,1976-1980,Cadre +,15-16,Non,6-10,3/an,5-6 h ,MJ,Non,Oui,2-5,21-30,20 
1107,H,1971-1975,Employe,13-14,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,16+,31-50,100-200 
1109,H,1976-1980,Employe,13-14,Non,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
1110,H,1986-1990,Employe,11-12,Oui,11-20,2/mois,3-4 h ,PJ,Non,Non,0,0,0
1112,H,1976-1980,Cadre +,11-12,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,1,7-10,20 
1115,H,1976-1980,Ouvrier,10,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,2-5,21-30,20-50 
1118,H,1960 ou avant,Profession intermediaire,23-24,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 
1119,H,1981-1985,Profession intermediaire,15-16,Oui,6-10,3/an,5-6 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
1122,H,1966-1970,Cadre +,15-16,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,16+,31-50,50-100 
1123,H,1986-1990,Cadre +,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,100-200 
1124,H,1971-1975,Travailleur independant,15-16,Oui,6-10,1/mois,5-6 h ,MJ,Oui,Oui,16+,51+,500+ 
1128,H,1966-1970,Profession intermediaire,11-12,Oui,21+,3/an,Le week end,Les 2,Oui,Oui,16+,51+,200-500 
1129,F,1996-2000,Etudiant,15-16,Oui,11-20,1/mois,5-6 h ,PJ,Oui,Oui,1,1,20 
1130,H,1976-1980,Employe,19-20,Non,6-10,1/semaine,5-6 h ,PJ,Non,Oui,2-5,4-6,20 
1134,H,1986-1990,En recherche d'emploi,19-20,Oui,2-5,1/semaine,5-6 h ,Les 2,Non,Non,0,0,0
1137,H,1986-1990,Employe,13-14,Oui,6-10,3/an,5-6 h ,PJ,Non,Oui,2-5,7-10,20-50 
1138,H,1971-1975,Cadre +,13-14,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,21-30,20 
1139,H,1981-1985,Cadre +,11-12,Non,6-10,1/an,5-6 h ,Les 2,Non,Oui,2-5,31-50,20 
1143,H,1976-1980,Cadre +,10,Non,6-10,Je ne joue plus vraiment,3-4 h ,PJ,Non,Oui,2-5,7-10,20 
1147,H,1971-1975,Profession intermediaire,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,11-15,51+,100-200 
1149,H,1976-1980,Profession intermediaire,21-22,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
1150,H,1971-1975,Cadre +,13-14,Oui,11-20,1/an,7 h +,Les 2,Non,Oui,6-10,21-30,20 
1153,F,1986-1990,Profession intermediaire,23-24,Non,2-5,1/mois,3-4 h ,PJ,Non,Non,0,0,0
1154,H,1976-1980,Profession intermediaire,21-22,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,4-6,50-100 
1155,H,1986-1990,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,PJ,Oui,Oui,2-5,11-15,20 
1156,H,1986-1990,En recherche d'emploi,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 
1157,H,1981-1985,En recherche d'emploi,19-20,Non,21+,3/an,7 h +,Les 2,Non,Oui,2-5,4-6,20 
1158,F,1976-1980,Travailleur independant,10,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,100-200 
1159,H,1971-1975,Ouvrier,17-18,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,500+ 
1160,H,1991-1995,Etudiant,15-16,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,2-5,7-10,100-200 
1161,F,1986-1990,En recherche d'emploi,17-18,Oui,6-10,1/semaine,3-4 h ,PJ,Oui,Non,0,0,0
1163,F,1981-1985,Cadre +,19-20,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
1165,H,1991-1995,Etudiant,11-12,Oui,6-10,1/mois,5-6 h ,PJ,Non,Oui,1,4-6,50-100 
1167,H,1976-1980,Cadre +,15-16,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Non,Oui,2-5,4-6,20 
1168,H,1981-1985,Je ne souhaite pas repondre,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,100-200 
1169,H,1976-1980,Cadre +,13-14,Non,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,31-50,50-100 
1172,F,1976-1980,Travailleur independant,19-20,Non,2-5,2/mois,3-4 h ,PJ,Non,Non,0,0,0
1173,H,1971-1975,Employe,13-14,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,20-50 
1175,H,1981-1985,Profession intermediaire,13-14,Non,6-10,1/an,5-6 h ,MJ,Non,Oui,6-10,21-30,100-200 
1177,H,1986-1990,En recherche d'emploi,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,100-200 
1178,H,1991-1995,Etudiant,15-16,Oui,2-5,Je ne joue plus vraiment,7 h +,Les 2,Oui,Non,0,0,0
1179,H,1971-1975,Cadre +,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
1180,H,1986-1990,Cadre +,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,1,2 ou 3,20 
1182,F,1996-2000,Etudiant,17-18,Oui,2-5,1/semaine,5-6 h ,PJ,Oui,Oui,1,1,20 
1187,F,1991-1995,Etudiant,19-20,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,4-6,100-200 
1188,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 
1189,H,1976-1980,Cadre +,15-16,Oui,11-20,1/mois,7 h +,Les 2,Oui,Oui,6-10,21-30,100-200 
1194,H,1981-1985,Employe,15-16,Non,6-10,3/an,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
1200,H,1991-1995,Etudiant,13-14,Oui,2-5,3/an,5-6 h ,PJ,Non,Non,0,0,0
1203,H,1971-1975,Je ne souhaite pas repondre,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
1204,H,1986-1990,Etudiant,11-12,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,6-10,16-20,20 
1206,H,1986-1990,Etudiant,15-16,Oui,2-5,1/an,5-6 h ,Les 2,Oui,Oui,1,2 ou 3,20 
1209,H,1991-1995,Etudiant,10,Oui,11-20,1/mois,7 h +,Les 2,Oui,Oui,2-5,7-10,20-50 
1210,H,1966-1970,Cadre +,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,100-200 
1214,H,1971-1975,Cadre +,11-12,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,16+,51+,500+ 
1215,H,1961-1965,Employe,15-16,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
1216,H,1971-1975,Employe,17-18,Non,21+,1/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
1217,H,1981-1985,Je ne souhaite pas repondre,15-16,Non,11-20,3/an,7 h +,Les 2,Non,Oui,2-5,7-10,20 
1218,H,1981-1985,Travailleur independant,15-16,Non,2-5,1/an,3-4 h ,PJ,Non,Non,0,0,0
1219,H,1971-1975,En recherche d'emploi,10,Non,21+,1/mois,7 h +,Les 2,Non,Oui,11-15,51+,500+ 
1221,H,1971-1975,Employe,13-14,Oui,11-20,1/semaine,7 h +,Les 2,Oui,Oui,2-5,21-30,20-50 
1223,F,1986-1990,En recherche d'emploi,17-18,Oui,6-10,1/mois,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 
1225,H,1991-1995,Etudiant,10,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,200-500 
1229,F,1986-1990,En recherche d'emploi,13-14,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,2-5,4-6,20-50 
1231,H,1971-1975,Travailleur independant,11-12,Non,11-20,1/mois,7 h +,MJ,Oui,Oui,6-10,51+,100-200 
1232,H,1981-1985,Employe,13-14,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,51+,100-200 
1235,H,1976-1980,Employe,17-18,Non,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 
1236,H,1961-1965,Profession intermediaire,19-20,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
1237,H,1971-1975,Profession intermediaire,10,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 
1239,H,1986-1990,Cadre +,15-16,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,2-5,11-15,50-100 
1242,H,1986-1990,En recherche d'emploi,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 
1244,F,1971-1975,Cadre +,11-12,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,11-15,21-30,200-500 
1247,H,1986-1990,Travailleur independant,15-16,Oui,2-5,3/an,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
1249,H,1966-1970,Cadre +,17-18,Oui,11-20,1/mois,3-4 h ,Les 2,Oui,Oui,11-15,21-30,100-200 
1250,H,1966-1970,En recherche d'emploi,17-18,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,100-200 
1252,F,1981-1985,Cadre +,13-14,Oui,21+,1/mois,5-6 h ,PJ,Non,Oui,2-5,16-20,20 
1256,H,1971-1975,Employe,13-14,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,51+,500+ 
1258,H,1991-1995,Employe,15-16,Non,6-10,1/semaine,7 h +,PJ,Non,Oui,2-5,7-10,500+ 
1259,H,1966-1970,Cadre +,13-14,Oui,21+,3/an,7 h +,Les 2,Non,Oui,6-10,51+,50-100 
1263,H,1971-1975,Cadre +,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
1266,H,1966-1970,Cadre +,19-20,Oui,21+,1/semaine,3-4 h ,PJ,Oui,Oui,16+,51+,500+ 
1267,H,1981-1985,Je ne souhaite pas repondre,11-12,Oui,21+,1/an,7 h +,Les 2,Oui,Oui,2-5,21-30,20 
1268,H,1986-1990,Je ne souhaite pas repondre,17-18,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,16-20,50-100 
1269,H,1981-1985,Employe,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,50-100 
1270,H,1981-1985,Employe,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,31-50,100-200 
1271,H,1966-1970,Cadre +,11-12,Non,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
1273,H,1960 ou avant,Cadre +,21-22,Oui,11-20,3/an,5-6 h ,Les 2,Non,Non,0,0,0
1276,H,1986-1990,Cadre +,23-24,Non,2-5,1/an,3-4 h ,PJ,Non,Oui,2-5,4-6,50-100 
1277,H,1976-1980,Cadre +,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 
1280,H,1981-1985,Employe,19-20,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
1282,H,1981-1985,Profession intermediaire,15-16,Oui,21+,1/an,7 h +,Les 2,Oui,Oui,11-15,51+,20-50 
1283,H,1976-1980,Travailleur independant,10,Oui,6-10,Je ne joue plus vraiment,1-2 h ,Les 2,Non,Oui,2-5,1,20 
1284,H,1981-1985,Etudiant,15-16,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,6-10,51+,100-200 
1286,H,1976-1980,Travailleur independant,10,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,2-5,51+,50-100 
1288,H,1976-1980,Cadre +,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,16-20,100-200 
1289,H,1976-1980,Employe,10,Non,6-10,1/an,3-4 h ,MJ,Oui,Oui,2-5,51+,100-200 
1290,H,1981-1985,Cadre +,13-14,Non,2-5,1/mois,3-4 h ,Les 2,Non,Oui,1,7-10,20 
1292,H,1971-1975,Etudiant,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Non,Oui,11-15,11-15,50-100 
1293,H,1986-1990,Etudiant,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,21-30,200-500 
1294,F,1981-1985,Employe,23-24,Non,6-10,1/semaine,3-4 h ,PJ,Oui,Non,0,0,0
1295,H,1961-1965,Cadre +,19-20,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
1299,H,1986-1990,Employe,13-14,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,2-5,31-50,50-100 
1300,H,1991-1995,Etudiant,13-14,Oui,11-20,1/semaine,7 h +,PJ,Non,Oui,1,1,20 
1302,H,1986-1990,Employe,13-14,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
1304,F,1971-1975,Travailleur independant,17-18,Non,2-5,1/semaine,1-2 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
1305,H,1966-1970,Travailleur independant,17-18,Oui,11-20,1/an,5-6 h ,Les 2,Oui,Oui,2-5,11-15,20 
1306,H,1971-1975,Cadre +,11-12,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,16+,51+,500+ 
1307,H,1966-1970,Travailleur independant,17-18,Oui,11-20,1/an,5-6 h ,Les 2,Oui,Oui,2-5,11-15,20 
1310,H,1971-1975,Employe,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
1312,H,1986-1990,Travailleur independant,15-16,Oui,11-20,1/semaine,7 h +,Les 2,Oui,Oui,2-5,11-15,20-50 
1313,H,1971-1975,Employe,13-14,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,21-30,200-500 
1314,H,1981-1985,Cadre +,15-16,Oui,11-20,1/semaine,3-4 h ,PJ,Non,Oui,2-5,21-30,20-50 
1316,H,1976-1980,Cadre +,19-20,Non,2-5,3/an,5-6 h ,Les 2,Non,Oui,1,1,20 
1317,H,1986-1990,Employe,17-18,Non,2-5,3/an,5-6 h ,PJ,Non,Oui,1,1,20 
1318,H,1991-1995,Etudiant,15-16,Oui,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
1320,H,1971-1975,Employe,11-12,Oui,6-10,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,2-5,16-20,20 
1322,F,1976-1980,Cadre +,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,11-15,50-100 
1323,H,1986-1990,Etudiant,17-18,Non,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,1,2 ou 3,20 
1324,H,1976-1980,Employe,15-16,Oui,21+,2/mois,5-6 h ,PJ,Non,Oui,11-15,16-20,20-50 
1325,H,1971-1975,Cadre +,13-14,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,11-15,51+,50-100 
1326,H,1976-1980,Cadre +,13-14,Oui,11-20,1/mois,3-4 h ,Les 2,Non,Oui,6-10,51+,200-500 
1327,H,1986-1990,Cadre +,17-18,Oui,11-20,1/semaine,7 h +,Les 2,Non,Oui,11-15,31-50,500+ 
1330,H,1971-1975,Cadre +,11-12,Non,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
1331,H,1976-1980,Employe,15-16,Non,11-20,2/mois,3-4 h ,Les 2,Non,Oui,16+,21-30,100-200 
1333,H,1971-1975,Cadre +,13-14,Oui,11-20,3/an,7 h +,MJ,Oui,Oui,2-5,21-30,20 
1334,H,1976-1980,Cadre +,15-16,Non,11-20,1/an,3-4 h ,Les 2,Oui,Oui,2-5,31-50,20-50 
1337,H,1981-1985,Employe,15-16,Non,6-10,1/mois,3-4 h ,MJ,Oui,Oui,2-5,4-6,20 
1339,F,1986-1990,Etudiant,17-18,Non,6-10,3/an,3-4 h ,Les 2,Non,Oui,1,2 ou 3,20 
1341,H,1976-1980,Cadre +,15-16,Oui,6-10,1/mois,3-4 h ,MJ,Oui,Oui,2-5,31-50,100-200 
1342,F,1981-1985,Employe,19-20,Oui,6-10,3/an,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
1344,H,1981-1985,Travailleur independant,19-20,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,200-500 
1346,H,1981-1985,Employe,13-14,Non,21+,1/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
1347,H,1976-1980,Cadre +,13-14,Oui,21+,1/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,20-50 
1348,H,1986-1990,Etudiant,15-16,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Non,0,0,0
1349,H,1976-1980,Employe,17-18,Oui,21+,1/semaine,3-4 h ,PJ,Oui,Oui,11-15,16-20,100-200 
1352,H,1981-1985,Employe,13-14,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
1355,H,1971-1975,Cadre +,19-20,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,16-20,50-100 
1356,F,1971-1975,Cadre +,25-30,Non,6-10,2/mois,7 h +,PJ,Oui,Oui,2-5,2 ou 3,20 
1358,H,1971-1975,Employe,13-14,Non,6-10,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,2-5,16-20,20 
1359,H,1976-1980,Ouvrier,17-18,Oui,11-20,1/mois,5-6 h ,MJ,Oui,Oui,16+,31-50,200-500 
1361,H,1991-1995,Etudiant,15-16,Non,6-10,1/semaine,1-2 h ,Les 2,Oui,Oui,1,2 ou 3,20-50 
1365,H,1981-1985,En recherche d'emploi,13-14,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,200-500 
1366,H,1976-1980,Employe,10,Oui,11-20,3/an,3-4 h ,MJ,Non,Oui,6-10,51+,100-200 
1372,H,1976-1980,En recherche d'emploi,11-12,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,21-30,20-50 
1373,H,1971-1975,Cadre +,13-14,Non,11-20,1/an,7 h +,Les 2,Oui,Oui,6-10,51+,100-200 
1374,H,1971-1975,Profession intermediaire,11-12,Oui,11-20,1/mois,7 h +,Les 2,Oui,Oui,2-5,7-10,20 
1375,H,1981-1985,Cadre +,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
1377,H,1971-1975,En recherche d'emploi,11-12,Oui,21+,1/mois,3-4 h ,Les 2,Non,Oui,16+,51+,20 
1378,H,1986-1990,Cadre +,17-18,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Non,Oui,1,1,20 
1379,H,1986-1990,Employe,21-22,Non,11-20,2/mois,Le week end,Les 2,Non,Oui,2-5,16-20,200-500 
1380,H,1971-1975,Cadre +,13-14,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,2-5,21-30,100-200 
1382,H,1986-1990,Employe,21-22,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,11-15,50-100 
1383,H,1986-1990,Cadre +,15-16,Non,6-10,3/an,3-4 h ,Les 2,Oui,Oui,6-10,31-50,200-500 
1384,H,1976-1980,Cadre +,11-12,Non,11-20,3/an,3-4 h ,Les 2,Non,Oui,6-10,11-15,50-100 
1385,H,1971-1975,Travailleur independant,13-14,Oui,11-20,3/an,7 h +,PJ,Non,Non,0,0,0
1388,F,1976-1980,Cadre +,19-20,Non,6-10,1/an,7 h +,Les 2,Non,Oui,2-5,7-10,20 
1390,H,1976-1980,Profession intermediaire,13-14,Non,2-5,3/an,5-6 h ,Les 2,Oui,Oui,2-5,16-20,200-500 
1391,H,1981-1985,Cadre +,17-18,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,21-30,100-200 
1393,H,1996-2000,Etudiant,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
1394,F,1981-1985,Cadre +,15-16,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,31-50,100-200 
1395,H,1986-1990,En recherche d'emploi,10,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 
1396,H,1976-1980,Employe,15-16,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,6-10,31-50,200-500 
1399,H,1966-1970,Cadre +,10,Non,6-10,1/mois,7 h +,Les 2,Non,Oui,16+,51+,500+ 
1402,H,1976-1980,Profession intermediaire,13-14,Non,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 
1403,H,1986-1990,Cadre +,11-12,Non,11-20,3/an,3-4 h ,Les 2,Non,Oui,6-10,21-30,200-500 
1407,H,1976-1980,Cadre +,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
1411,H,1981-1985,En recherche d'emploi,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,51+,100-200 
1413,H,1986-1990,Employe,10,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,21-30,20-50 
1414,H,1976-1980,Profession intermediaire,15-16,Non,2-5,Je ne joue plus vraiment,3-4 h ,MJ,Non,Oui,2-5,21-30,20 
1415,H,1986-1990,Cadre +,13-14,Oui,6-10,1/an,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
1416,H,1976-1980,Employe,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Non,Oui,11-15,21-30,50-100 
1418,F,1986-1990,Employe,17-18,Non,2-5,3/an,5-6 h ,PJ,Non,Non,0,0,0
1421,H,1976-1980,Cadre +,11-12,Non,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
1425,H,1976-1980,Cadre +,11-12,Non,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20-50 
1426,H,1976-1980,Profession intermediaire,13-14,Oui,21+,3/an,5-6 h ,Les 2,Non,Oui,2-5,11-15,50-100 
1429,H,1981-1985,Employe,23-24,Non,2-5,2/mois,3-4 h ,Les 2,Non,Oui,6-10,21-30,200-500 
1432,H,1976-1980,En recherche d'emploi,11-12,Oui,11-20,1/semaine,7 h +,Les 2,Non,Oui,16+,51+,100-200 
1434,H,1976-1980,Cadre +,15-16,Non,11-20,1/mois,3-4 h ,Les 2,Non,Oui,2-5,4-6,20-50 
1435,H,1976-1980,Cadre +,11-12,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,7-10,20 
1437,H,1981-1985,Cadre +,13-14,Non,11-20,1/mois,3-4 h ,Les 2,Non,Oui,2-5,16-20,20-50 
1439,H,1986-1990,Profession intermediaire,15-16,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,2-5,11-15,50-100 
1440,H,1971-1975,En recherche d'emploi,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,20 
1443,H,1981-1985,En recherche d'emploi,19-20,Non,21+,Je ne joue plus vraiment,Le week end,PJ,Non,Oui,2-5,2 ou 3,20-50 
1444,H,1971-1975,Employe,19-20,Non,21+,2/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,100-200 
