key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull
596,H,1976-1980,Je ne souhaite pas repondre,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,16+,51+,20 
597,H,1986-1990,Employe,19-20,Non,2-5,1/an,5-6 h ,MJ,Non,Oui,2-5,7-10,100-200 
598,H,1986-1990,En recherche d'emploi,13-14,Non,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20 
599,H,1966-1970,Employe,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 
600,H,1986-1990,En recherche d'emploi,15-16,Oui,6-10,1/semaine,3-4 h ,PJ,Non,Oui,1,1,20 
601,F,1991-1995,Etudiant,15-16,Non,11-20,2/mois,7 h +,Les 2,Oui,Oui,2-5,16-20,50-100 
602,H,1966-1970,Employe,15-16,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,16+,51+,50-100 
603,H,1976-1980,Cadre +,17-18,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,11-15,31-50,50-100 
604,H,1966-1970,Sans activite,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,20-50 
605,H,1991-1995,Etudiant,15-16,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
606,H,1971-1975,Employe,10,Non,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,31-50,50-100 
607,F,1976-1980,En recherche d'emploi,10,Oui,11-20,1/an,5-6 h ,PJ,Non,Oui,1,2 ou 3,20 
608,H,1966-1970,Ouvrier,21-22,Oui,11-20,1/mois,3-4 h ,Les 2,Non,Oui,11-15,31-50,50-100 
609,H,1961-1965,Profession intermediaire,17-18,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,2-5,21-30,100-200 
610,H,1971-1975,Cadre +,15-16,Non,21+,2/mois,3-4 h ,PJ,Non,Oui,6-10,16-20,200-500 
611,H,1971-1975,Ouvrier,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,7-10,20-50 
612,H,1971-1975,Employe,11-12,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,11-15,51+,200-500 
613,H,1986-1990,Cadre +,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
614,H,1971-1975,Employe,11-12,Non,21+,1/mois,5-6 h ,PJ,Oui,Oui,6-10,31-50,20 
615,H,1976-1980,Cadre +,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,51+,200-500 
616,F,1971-1975,Employe,31-40,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,31-50,100-200 
617,H,1976-1980,Cadre +,15-16,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
618,H,1981-1985,Je ne souhaite pas repondre,15-16,Oui,2-5,1/mois,7 h +,Les 2,Non,Oui,2-5,4-6,50-100 
619,H,1991-1995,Etudiant,15-16,Non,6-10,3/an,3-4 h ,PJ,Oui,Oui,1,1,20 
620,H,1971-1975,Cadre +,13-14,Oui,6-10,3/an,5-6 h ,Les 2,Oui,Oui,11-15,31-50,50-100 
621,H,1976-1980,Employe,15-16,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
622,F,1991-1995,Etudiant,15-16,Non,2-5,2/mois,3-4 h ,PJ,Oui,Non,,,
623,H,1996-2000,Sans activite,13-14,Non,2-5,3/an,3-4 h ,PJ,Non,Non,,,
624,H,1966-1970,En recherche d'emploi,15-16,Oui,21+,3/an,5-6 h ,MJ,Oui,Oui,11-15,51+,20-50 
625,H,1981-1985,Cadre +,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
626,H,1991-1995,Etudiant,10,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 
627,H,1991-1995,Etudiant,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,11-15,100-200 
628,H,1971-1975,Employe,13-14,Non,21+,Je ne joue plus vraiment,Le week end,Les 2,Oui,Oui,6-10,51+,20 
629,H,1966-1970,Cadre +,13-14,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,51+,200-500 
630,H,1991-1995,Etudiant,17-18,Oui,21+,1/semaine,5-6 h ,MJ,Oui,Oui,6-10,11-15,100-200 
631,H,1976-1980,En recherche d'emploi,10,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,31-50,20-50 
632,H,1971-1975,Employe,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
633,H,1971-1975,Employe,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
634,H,1966-1970,Cadre +,13-14,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
635,H,1976-1980,Employe,11-12,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
636,H,1981-1985,Cadre +,17-18,Oui,11-20,1/semaine,5-6 h ,MJ,Oui,Oui,16+,51+,500+ 
637,H,1981-1985,Employe,13-14,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,2-5,51+,50-100 
638,H,1976-1980,Employe,13-14,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
639,H,1976-1980,Cadre +,11-12,Non,6-10,1/an,3-4 h ,MJ,Oui,Oui,16+,51+,100-200 
640,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
641,H,1981-1985,Cadre +,17-18,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 
642,H,1976-1980,Cadre +,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
643,H,1976-1980,Employe,13-14,Non,11-20,1/semaine,7 h +,Les 2,Non,Oui,2-5,11-15,20 
644,F,1986-1990,Employe,13-14,Oui,11-20,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,2-5,7-10,20 
645,H,1981-1985,Travailleur independant,19-20,Non,2-5,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
646,H,1976-1980,Employe,13-14,Oui,21+,3/an,7 h +,PJ,Oui,Oui,16+,51+,20 
647,H,1960 ou avant,Travailleur independant,19-20,Non,21+,3/an,3-4 h ,MJ,Oui,Oui,2-5,16-20,20 
648,F,1991-1995,En recherche d'emploi,15-16,Non,2-5,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,7-10,50-100 
649,H,1991-1995,Etudiant,15-16,Non,2-5,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,200-500 
650,H,1981-1985,Je ne souhaite pas repondre,13-14,Oui,21+,3/an,5-6 h ,PJ,Non,Oui,16+,51+,50-100 
651,H,1976-1980,Cadre +,19-20,Non,6-10,3/an,3-4 h ,Les 2,Non,Oui,1,1,20 
652,H,1986-1990,Cadre +,25-30,Oui,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,1,1,50-100 
653,H,1981-1985,Ouvrier,11-12,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,6-10,11-15,50-100 
654,H,1981-1985,Cadre +,15-16,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,51+,100-200 
655,H,1971-1975,Cadre +,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 
656,H,1981-1985,Je ne souhaite pas repondre,11-12,Oui,6-10,1/mois,5-6 h ,PJ,Non,Oui,2-5,21-30,50-100 
657,H,1976-1980,Cadre +,13-14,Non,6-10,3/an,7 h +,PJ,Non,Non,,,
658,H,1991-1995,Etudiant,11-12,Non,6-10,1/mois,7 h +,PJ,Oui,Oui,1,2 ou 3,20-50 
659,H,1976-1980,Employe,13-14,Non,6-10,1/semaine,1-2 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
660,H,1966-1970,Travailleur independant,15-16,Oui,21+,2/mois,5-6 h ,MJ,Oui,Oui,16+,51+,200-500 
661,H,1971-1975,Cadre +,11-12,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,20 
662,H,1986-1990,Ouvrier,17-18,Oui,6-10,1/an,Le week end,Les 2,Oui,Oui,2-5,21-30,100-200 
663,F,1991-1995,Employe,13-14,Oui,6-10,2/mois,5-6 h ,PJ,Oui,Oui,1,1,50-100 
664,H,1971-1975,Cadre +,15-16,Non,21+,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,200-500 
665,F,1981-1985,Employe,15-16,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,21-30,100-200 
666,H,1981-1985,Cadre +,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,100-200 
667,H,1991-1995,Etudiant,11-12,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Non,Non,,,
668,H,1986-1990,Employe,11-12,Oui,11-20,1/mois,3-4 h ,Les 2,Non,Oui,16+,51+,50-100 
669,F,1991-1995,Etudiant,17-18,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Oui,2-5,1,20-50 
670,H,1976-1980,Employe,11-12,Non,11-20,1/mois,7 h +,Les 2,Oui,Oui,11-15,31-50,100-200 
671,H,1981-1985,Employe,11-12,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
672,H,1971-1975,Cadre +,19-20,Oui,6-10,1/semaine,7 h +,Les 2,Oui,Oui,2-5,31-50,20 
673,H,1971-1975,Sans activite,11-12,Non,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 
674,H,1981-1985,Employe,15-16,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,21-30,20 
675,H,1986-1990,Cadre +,11-12,Oui,11-20,3/an,1-2 h ,Les 2,Oui,Oui,11-15,31-50,100-200 
676,F,1986-1990,Sans activite,10,Oui,6-10,3/an,7 h +,PJ,Oui,Oui,2-5,1,20-50 
677,H,1971-1975,Cadre +,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
678,H,1971-1975,Cadre +,11-12,Non,2-5,3/an,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
679,H,1976-1980,Employe,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,11-15,51+,200-500 
680,H,1976-1980,Cadre +,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,6-10,31-50,100-200 
681,H,1986-1990,Employe,17-18,Non,6-10,1/mois,3-4 h ,Les 2,Non,Oui,1,4-6,20-50 
682,H,1986-1990,Employe,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,11-15,51+,200-500 
683,H,1991-1995,Etudiant,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
684,H,1976-1980,Cadre +,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
685,H,1986-1990,En recherche d'emploi,19-20,Non,6-10,3/an,5-6 h ,Les 2,Non,Oui,2-5,11-15,20-50 
686,H,1976-1980,En recherche d'emploi,19-20,Oui,2-5,2/mois,3-4 h ,PJ,Non,Oui,2-5,2 ou 3,20 
687,H,1976-1980,Cadre +,13-14,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,51+,20 
688,H,1976-1980,Cadre +,11-12,Oui,11-20,2/mois,3-4 h ,PJ,Oui,Oui,11-15,51+,20-50 
689,H,1981-1985,Cadre +,10,Non,2-5,3/an,5-6 h ,Les 2,Non,Oui,2-5,21-30,50-100 
690,H,1966-1970,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,51+,100-200 
691,H,1976-1980,Profession intermediaire,17-18,Non,6-10,3/an,3-4 h ,PJ,Oui,Oui,2-5,7-10,20 
692,H,1971-1975,Ouvrier,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Non,Oui,2-5,51+,200-500 
693,H,1991-1995,Cadre +,17-18,Oui,6-10,1/semaine,5-6 h ,PJ,Oui,Oui,1,1,20-50 
694,F,1981-1985,Cadre +,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
695,H,1971-1975,Employe,13-14,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,20-50 
696,H,1981-1985,Profession intermediaire,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,21-30,100-200 
697,H,1976-1980,Cadre +,11-12,Oui,11-20,3/an,5-6 h ,MJ,Non,Oui,16+,51+,500+ 
698,H,1966-1970,Employe,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,51+,50-100 
699,H,1971-1975,Je ne souhaite pas repondre,13-14,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
700,H,1971-1975,Employe,13-14,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,11-15,51+,200-500 
701,H,1976-1980,Cadre +,13-14,Oui,11-20,3/an,7 h +,Les 2,Non,Oui,2-5,1,20 
702,H,1976-1980,Cadre +,11-12,Non,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,6-10,51+,200-500 
703,H,1976-1980,Employe,13-14,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,50-100 
704,H,1971-1975,Je ne souhaite pas repondre,15-16,Oui,2-5,3/an,5-6 h ,Les 2,Oui,Oui,2-5,21-30,100-200 
705,F,1986-1990,Travailleur independant,21-22,Oui,21+,2/mois,5-6 h ,PJ,Oui,Oui,1,2 ou 3,20 
706,H,1981-1985,Sans activite,13-14,Non,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,6-10,4-6,50-100 
707,H,1976-1980,Employe,15-16,Oui,11-20,1/mois,3-4 h ,Les 2,Oui,Oui,11-15,51+,200-500 
708,H,1976-1980,En recherche d'emploi,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,31-50,100-200 
709,H,1986-1990,Employe,13-14,Oui,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Non,,,
710,H,1976-1980,Cadre +,11-12,Oui,11-20,1/mois,7 h +,PJ,Non,Oui,2-5,11-15,20 
711,H,1971-1975,Profession intermediaire,15-16,Oui,11-20,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,2-5,7-10,20 
712,H,1971-1975,Profession intermediaire,15-16,Oui,11-20,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,2-5,7-10,20 
713,H,1991-1995,Etudiant,13-14,Non,2-5,1/an,5-6 h ,PJ,Oui,Non,,,
714,H,1986-1990,Cadre +,15-16,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,4-6,20-50 
715,H,1981-1985,Cadre +,11-12,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,100-200 
716,H,1961-1965,Travailleur independant,23-24,Oui,11-20,1/mois,Le week end,Les 2,Oui,Oui,6-10,4-6,20-50 
717,H,1991-1995,Etudiant,19-20,Oui,11-20,2/mois,7 h +,PJ,Non,Oui,1,1,20 
718,F,1976-1980,Profession intermediaire,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
719,H,1981-1985,Cadre +,15-16,Non,6-10,2/mois,5-6 h ,Les 2,Non,Oui,1,4-6,20 
720,H,1981-1985,Cadre +,19-20,Non,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,2-5,4-6,20 
721,H,1966-1970,Je ne souhaite pas repondre,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,100-200 
722,H,1971-1975,En recherche d'emploi,11-12,Non,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,500+ 
723,H,1976-1980,Cadre +,10,Non,21+,1/mois,3-4 h ,Les 2,Oui,Oui,6-10,51+,100-200 
724,F,1981-1985,Employe,17-18,Oui,6-10,1/mois,3-4 h ,PJ,Non,Oui,2-5,21-30,20-50 
725,H,1986-1990,Cadre +,21-22,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
726,H,1971-1975,Cadre +,15-16,Oui,6-10,Je ne joue plus vraiment,Le week end,Les 2,Non,Oui,2-5,21-30,20 
727,H,1981-1985,Employe,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,51+,200-500 
728,H,1986-1990,Cadre +,17-18,Oui,6-10,3/an,3-4 h ,Les 2,Oui,Oui,6-10,7-10,50-100 
729,H,1971-1975,Cadre +,11-12,Oui,21+,1/mois,7 h +,MJ,Non,Oui,16+,51+,50-100 
730,H,1976-1980,Cadre +,13-14,Non,21+,1/an,7 h +,Les 2,Oui,Oui,11-15,51+,200-500 
731,H,1976-1980,Cadre +,17-18,Non,6-10,1/an,Le week end,PJ,Non,Oui,1,16-20,20 
732,H,1981-1985,Cadre +,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,11-15,50-100 
733,H,1976-1980,Travailleur independant,15-16,Non,11-20,3/an,3-4 h ,Les 2,Oui,Oui,2-5,16-20,50-100 
734,H,1976-1980,Employe,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
735,H,1971-1975,Employe,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,20-50 
736,H,1981-1985,Cadre +,13-14,Oui,11-20,1/an,3-4 h ,MJ,Oui,Oui,16+,51+,200-500 
737,H,1981-1985,Employe,17-18,Oui,6-10,1/semaine,1-2 h ,Les 2,Oui,Oui,6-10,11-15,50-100 
738,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,16+,51+,50-100 
739,F,1981-1985,Cadre +,10,Oui,6-10,1/an,5-6 h ,PJ,Oui,Oui,1,4-6,20 
740,H,1971-1975,Profession intermediaire,13-14,Oui,21+,1/mois,7 h +,MJ,Non,Oui,16+,51+,100-200 
741,F,1986-1990,Cadre +,15-16,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
742,H,1981-1985,Je ne souhaite pas repondre,19-20,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,2-5,11-15,100-200 
743,F,1981-1985,En recherche d'emploi,15-16,Oui,11-20,1/mois,3-4 h ,Les 2,Non,Oui,2-5,4-6,20 
744,H,1976-1980,Cadre +,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
745,H,1966-1970,Cadre +,11-12,Non,6-10,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,2-5,31-50,50-100 
746,H,1976-1980,Employe,13-14,Oui,11-20,3/an,3-4 h ,Les 2,Non,Oui,6-10,31-50,50-100 
747,H,1971-1975,Cadre +,13-14,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 
748,H,1976-1980,Travailleur independant,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
749,H,1976-1980,Cadre +,13-14,Non,2-5,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,7-10,20 
750,F,1986-1990,En recherche d'emploi,21-22,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Non,,,
751,H,1971-1975,Employe,17-18,Non,21+,2/mois,5-6 h ,Les 2,Non,Oui,11-15,21-30,200-500 
752,H,1966-1970,Cadre +,13-14,Oui,11-20,Je ne joue plus vraiment,Le week end,Les 2,Non,Oui,2-5,7-10,20 
753,H,1976-1980,Cadre +,10,Non,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,16+,31-50,20 
754,H,1976-1980,Travailleur independant,15-16,Non,6-10,2/mois,5-6 h ,MJ,Oui,Oui,11-15,51+,500+ 
755,F,1986-1990,Cadre +,19-20,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,2-5,4-6,50-100 
756,H,1986-1990,Employe,15-16,Non,2-5,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
757,F,1976-1980,Cadre +,15-16,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,100-200 
758,H,1981-1985,En recherche d'emploi,11-12,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,2-5,4-6,50-100 
759,H,1971-1975,Employe,15-16,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
760,F,1971-1975,Travailleur independant,23-24,Oui,2-5,1/mois,3-4 h ,PJ,Non,Oui,1,1,20 
761,H,1976-1980,Cadre +,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
762,H,1971-1975,Cadre +,13-14,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,200-500 
763,F,1981-1985,Sans activite,21-22,Non,2-5,1/semaine,1-2 h ,PJ,Non,Non,,,
764,H,1991-1995,Je ne souhaite pas repondre,15-16,Oui,6-10,1/semaine,Le week end,PJ,Oui,Oui,1,2 ou 3,50-100 
765,F,1976-1980,Employe,25-30,Oui,6-10,3/an,5-6 h ,PJ,Oui,Non,,,
766,H,1986-1990,Cadre +,23-24,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,4-6,100-200 
767,H,1971-1975,Cadre +,15-16,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,31-50,200-500 
768,H,1991-1995,Etudiant,10,Oui,11-20,2/mois,7 h +,Les 2,Non,Oui,2-5,21-30,100-200 
769,H,1976-1980,Ouvrier,13-14,Oui,2-5,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
770,H,1966-1970,Travailleur independant,13-14,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,31-50,20-50 
771,H,1986-1990,Je ne souhaite pas repondre,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,16-20,100-200 
772,F,1986-1990,Profession intermediaire,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,50-100 
773,F,1981-1985,Cadre +,19-20,Oui,6-10,1/semaine,1-2 h ,PJ,Non,Oui,2-5,4-6,20 
774,F,1976-1980,Cadre +,13-14,Oui,11-20,1/mois,7 h +,PJ,Oui,Oui,2-5,21-30,100-200 
775,H,1961-1965,Profession intermediaire,17-18,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
776,F,1981-1985,Employe,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,1,20-50 
777,H,1971-1975,Sans activite,15-16,Non,11-20,3/an,3-4 h ,MJ,Non,Oui,11-15,31-50,20 
778,H,1991-1995,Etudiant,13-14,Non,11-20,2/mois,5-6 h ,Les 2,Non,Oui,2-5,7-10,20-50 
779,H,1971-1975,Employe,13-14,Oui,2-5,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,51+,100-200 
780,H,1981-1985,Employe,15-16,Oui,21+,1/mois,3-4 h ,Les 2,Non,Oui,2-5,11-15,20-50 
781,H,1991-1995,Etudiant,17-18,Non,2-5,3/an,5-6 h ,Les 2,Non,Oui,1,2 ou 3,20 
782,H,1976-1980,Employe,15-16,Non,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,51+,50-100 
783,H,1986-1990,Employe,25-30,Non,2-5,1/semaine,3-4 h ,PJ,Oui,Non,,,
784,H,1961-1965,Cadre +,17-18,Oui,21+,1/an,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
785,H,1986-1990,Employe,13-14,Oui,2-5,3/an,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
786,H,1986-1990,Employe,17-18,Non,6-10,Je ne joue plus vraiment,3-4 h ,PJ,Oui,Oui,2-5,2 ou 3,20-50 
787,H,1986-1990,Employe,10,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,21-30,20 
788,H,1991-1995,Etudiant,17-18,Oui,2-5,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 
789,H,1976-1980,Ouvrier,15-16,Non,2-5,Je ne joue plus vraiment,1-2 h ,PJ,Non,Oui,2-5,2 ou 3,20-50 
790,H,1971-1975,Cadre +,11-12,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,16+,51+,50-100 
791,H,1971-1975,En recherche d'emploi,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
792,H,1976-1980,Cadre +,10,Non,11-20,1/semaine,7 h +,Les 2,Non,Oui,6-10,51+,50-100 
793,H,1966-1970,Ouvrier,11-12,Oui,21+,Je ne joue plus vraiment,Le week end,Les 2,Oui,Oui,6-10,21-30,20 
794,H,1971-1975,Cadre +,13-14,Oui,11-20,1/an,3-4 h ,Les 2,Oui,Oui,2-5,51+,50-100 
795,H,1976-1980,Cadre +,15-16,Oui,11-20,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,31-50,50-100 
796,H,1986-1990,Cadre +,15-16,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,2-5,16-20,50-100 
797,F,1981-1985,Employe,15-16,Oui,6-10,1/mois,7 h +,Les 2,Oui,Oui,1,31-50,20 
798,H,1981-1985,En recherche d'emploi,19-20,Oui,6-10,3/an,5-6 h ,Les 2,Non,Oui,6-10,21-30,20-50 
799,H,1971-1975,Cadre +,13-14,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,11-15,51+,200-500 
800,H,1976-1980,Profession intermediaire,10,Oui,21+,3/an,7 h +,Les 2,Non,Oui,6-10,51+,20 
801,H,1976-1980,Cadre +,13-14,Non,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,50-100 
802,H,1976-1980,Cadre +,13-14,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,20 
803,H,1976-1980,Cadre +,10,Oui,11-20,3/an,Le week end,Les 2,Non,Oui,16+,51+,100-200 
804,H,1981-1985,Employe,13-14,Non,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
805,H,1976-1980,Cadre +,10,Non,6-10,1/semaine,5-6 h ,PJ,Non,Oui,16+,51+,200-500 
806,H,1976-1980,Profession intermediaire,13-14,Oui,11-20,3/an,3-4 h ,MJ,Oui,Oui,16+,51+,500+ 
807,H,1986-1990,Employe,15-16,Oui,11-20,3/an,7 h +,Les 2,Non,Oui,1,7-10,20 
808,H,1991-1995,Etudiant,17-18,Oui,11-20,1/semaine,7 h +,MJ,Oui,Oui,2-5,4-6,20 
809,H,1966-1970,Cadre +,13-14,Non,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
810,H,1961-1965,Employe,13-14,Non,21+,3/an,7 h +,Les 2,Non,Oui,6-10,21-30,20-50 
811,H,1991-1995,Je ne souhaite pas repondre,17-18,Oui,11-20,1/mois,7 h +,Les 2,Non,Oui,2-5,4-6,20-50 
812,H,1971-1975,Employe,21-22,Oui,21+,3/an,7 h +,MJ,Oui,Oui,6-10,2 ou 3,20 
813,F,1976-1980,Je ne souhaite pas repondre,25-30,Oui,2-5,1/mois,5-6 h ,PJ,Non,Oui,2-5,16-20,50-100 
