key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull
181,H,1981-1985,Employe,13-14 ,Oui, 11-20,Au moins une fois par mois,Trois a quatre heures,Les deux,Oui,Oui,2-5, 11-15,20-50 
182,H,1971-1975,Travailleur independant,10,Non, 11-20,Je ne joue plus vraiment,Sept heures ou plus,Les deux,Non,Oui,16,51,200-500 
183,H,1976-1980,Cadre ou profession intellectuelle superieure,15-16 ,Oui,2-5,Je ne joue plus vraiment,Cinq a six heures,Les deux,Non,Oui,1,2-3,20
184,F,1981-1985,Cadre ou profession intellectuelle superieure,17-18 ,Oui, 11-20,Au moins une fois par semaine,Trois a quatre heures,PJ,Non,Non,N/A,N/A,N/A
185,H,1971-1975,Cadre ou profession intellectuelle superieure,15-16 ,Oui, 11-20,Au moins une fois par mois,Sept heures ou plus,Les deux,Non,Oui,6-10,7-10,20-50 
186,H,1996-2000,Etudiant,15-16 ,Non,2-5,Au moins une fois par mois,Sept heures ou plus,Les deux,Oui,Non,N/A,N/A,N/A
187,H,1976-1980,Employe,11-12,Non,2-5,Au moins une fois par mois,Trois a quatre heures,PJ,Non,Oui,1,1,20
188,H,1976-1980,Travailleur independant,15-16 ,Oui,6-10,Au moins une fois par semaine,Cinq a six heures,Les deux,Non,Oui,2-5, 21-30,100-200 
189,H,1961-1965,Cadre ou profession intellectuelle superieure,15-16 ,Oui, 11-20,Au moins trois fois par an,Le week end,Les deux,Oui,Oui,2-5,51,50-100 
190,H,1986-1990,En recherche d'emploi,13-14 ,Oui,21,Au moins une fois par mois,Sept heures ou plus,Les deux,Oui,Oui,6-10, 21-30,50-100 
191,H,1971-1975,Employe,11-12,Non,21,Je ne joue plus vraiment,Cinq a six heures,MJ,Non,Oui,16,51,100-200 
192,F,1986-1990,Profession intermediaire,17-18 ,Oui,6-10,Je ne joue plus vraiment,Trois a quatre heures,Les deux,Oui,Oui,2-5,7-10,50-100 
193,H,1981-1985,Profession intermediaire,15-16 ,Oui, 11-20,Au moins une fois par semaine,Cinq a six heures,Les deux,Oui,Oui,2-5,7-10,50-100 
194,H,1971-1975,Cadre ou profession intellectuelle superieure,15-16 ,Oui,6-10,Au moins une fois par semaine,Trois a quatre heures,Les deux,Oui,Oui,2-5,51,100-200 
195,H,1966-1970,Ouvrier,13-14 ,Non,2-5,Je ne joue plus vraiment,Trois a quatre heures,Les deux,Non,Oui, 11-15,51,200-500 
196,H,1986-1990,Cadre ou profession intellectuelle superieure,15-16 ,Non,21,Au moins une fois par semaine,Cinq a six heures,Les deux,Oui,Oui,16,51,500
197,H,1986-1990,Etudiant,15-16 ,Non,2-5,Je ne joue plus vraiment,Cinq a six heures,PJ,Non,Oui,1,1,20
198,H,1981-1985,Cadre ou profession intellectuelle superieure,17-18 ,Oui,21,Au moins une fois par an,Cinq a six heures,Les deux,Oui,Oui,6-10,51,100-200 
199,H,1981-1985,Cadre ou profession intellectuelle superieure,15-16 ,Non, 11-20,Au moins deux fois par mois,Cinq a six heures,Les deux,Non,Oui,2-5, 21-30,50-100 
200,H,1991-1995,Etudiant,13-14 ,Oui, 11-20,Au moins trois fois par an,Cinq a six heures,Les deux,Non,Oui,2-5,2-3,20
201,H,1976-1980,Profession intermediaire,23-24 ,Non,2-5,Je ne joue plus vraiment,Trois a quatre heures,PJ,Non,Non,N/A,N/A,N/A
202,H,1986-1990,En recherche d'emploi,13-14 ,Non, 11-20,Je ne joue plus vraiment,Cinq a six heures,Les deux,Non,Oui,2-5,7-10,20-50 
203,H,1971-1975,Je ne souhaite pas repondre,11-12,Oui,21,Je ne joue plus vraiment,Sept heures ou plus,Les deux,Non,Oui,6-10,51,20
204,H,1971-1975,Cadre ou profession intellectuelle superieure,11-12,Non, 11-20,Au moins trois fois par an,Trois a quatre heures,Les deux,Oui,Oui,6-10,51,100-200 
205,H,1991-1995,Etudiant,15-16 ,Oui,6-10,Au moins une fois par semaine,Sept heures ou plus,PJ,Oui,Non,N/A,N/A,N/A
206,H,1971-1975,Cadre ou profession intellectuelle superieure,11-12,Oui,6-10,Au moins trois fois par an,Cinq a six heures,Les deux,Oui,Oui,6-10, 21-30,20-50 
207,H,1981-1985,Profession intermediaire,13-14 ,Non, 11-20,Au moins deux fois par mois,Cinq a six heures,Les deux,Non,Oui,6-10, 31-50,200-500 
